npsn,nama_sekolah,alamat,jumlah_guru,kepala_sekolah,telp_sekolah,latitude,longitude
20111819,TK ANGKASA 3,Jl. Mustang No 1 komp Skadron,7,"DWI ENDANG KRISMIASIH, S.PD",021 80887032,,
20111820,TK ANGKASA 4,Jl. Suhadi,7,FARAH DIANTI,021 8019281,,
20111821,TK ANGKASA 5,Jl. Angkasa I No. 109,5,,021 80886911,,
20111822,TK ANGKASA 6,Jl. Permadi Dirgantara I,2,,021 80871647,,
20111823,TK ANGKASA 7,Jl. Banowati,5,DIAN LIES TYORINI,021 98244739,,
20111824,TK ANGKASA 8,Jl. Raya Pondok Gede,11,,021 70647649,,
20111825,TK ANGKASA I,Jl. Rajawali Raya,9,AAN HANDASAH,021 8019280,,
20111826,TK ANINDIA,Jl. Pisangan Baru I No. 28,3,"Sri Sudarningrum, S.Pd",021 8506181,,
20111829,TK AR RAHMAN,Jl. Tengki No. 11,6,"BAIMAR DJAKFAR,SH.",021 8457307,,
20111830,TK AR RINI,Jl. Raya Pondok Gede No. 24,3,NINING HASANAH,021 70006218,,
20111831,TK AR RAHMAH,Jl. Raya Bogor Km.26 No. 2A,3,Siwi utami S.Pd.I,0812 1963607,,
20111832,TK AR RIDWAN,Jl. Raya Bogor,3,Rosidatul Atdiya,0819 05117588,,
20111836,TK ASSA`ADAH,Jl. Swakarsa IB No. 40,3,"NUR WIDURI WIDIASARI, S.Pd.I.",021 8640025,,
20111838,TKIF ASSALAFY,Jl. Kebon Nanas Utara II/3,4,Salwa Alattas,021 8193857,,
20111841,TK AT TAUBAH,Jl. Pulo Mas II,7,Aida Mustafa,021 4753581,,
20111844,TK AZ ZUHDIYAH,Jl. Masjid Al Thayibah Km. 21,3,RR.SRI ATMINI,,,
20111845,TK BPS & K PEMBANGUNAN III,Jl. Cipinang Jaya No. 44,2,TRI PURWANI,021 8578226,,
20111847,TK BPS&K V,Jl. Bunga Rampai III No. 22,1,Iswari Susumadewi S.Pd,021 8609461,,
20111848,TK BAHTERA CIPTA,Jl. K. Belawan No. 31 Bea Cukai,4,"Hj. Siti Raodah, S.Pd.",021 86601940,,
20111853,TK BAKTI UTAMA,Jl. Damai,4,Endang Eko Andayaningsih,021 4804983,,
20111857,TK BENTARA INDONESIA II,Jl. E. I. No. 12 Cipinang Timur,3,,021 4753870,,
20111859,TK BHAKTI III,Jl. Bekasi Timur IV Ujung,2,Mahmudah,021 8520771,,
20111861,TK BINA CEMPAKA,Jl. Kayu Tinggi Cakung Timur,4,Dra. Yaya Hipziah,021 4611507,,
20111862,TK BINA PUTRA,Jl. H. Baping No. 54,5,"Hj. Mulyati, S.Pd I",021 8410489,,
20111863,TK BINA SISWA,Jl. Pulogebang,3,Dewi Rahmawati,021 97574188,-6.203136,106.953285
20111864,TK BINTANG KECIL,Jl. Rawamangun Muka III/4,3,ERINA DWI RAHMAH,021 4722832,,
20111865,TK BINTANG PANCASILA,Jl. Baru Pengarengan,3,"Yumanih S,pd.",021 46830831,,
20111866,TK BUDAYA,Jl. Kavling Bulak Raya,2,Dra. Puti Anggraeni,021 8615468,,
20111867,TK BUDHAYA I,Jl. Cipinang Kebembem I No. 25,2,CATHARINA WIDIASTUTI,021 4758543,,
20111869,TK BUDI BAKTI,Jl. Nurul Kena Iman,3,FATIMAH,021 8612977,,
20111874,TK BUNGA RAFFLESIA,Jl. H. Kamad No. 38,3,Nur Irfiyanti M. S.Pd,021 8617867,,
20111876,TK CAHAYA BUNDA,Jl. Raya Bekasi Km. 17,2,"Mulia Haryati,S.Pd",021 46834558,,
20111879,TK CEMPAKA,Jl. Panca Warga II/2,3,Veronica Surini,021 8196824,,
20111880,TK CERIA,Jl. Komodor Udara Halim PK,4,SITI SURYANI,021 80882558,,
20111882,TK CITRA,Jl. PONDOK KOPI BLOK T7 NO.8,3,"INDAH PURNAMASARI, S.Pd.I,MM",,,
20111884,TK COR. IPSU MARSUDIRINI,Jl. Matraman Raya 129,7,Sr.M. Raymunda. OSF,021 85907562,,
20111885,TK CURUG INDAH,Jl. Curug Raya,3,ROHMANI,021 8648180,,
20111886,TK DA'WAH ISLAM,Jl. Waringin No. 25,2,Hj. Pratiti. BA,021 8583252,,
20111894,TK DARUS`SALAM,Jl. Jatinegara Kaum I,5,"WARDAH FAUZIAH, S.Pdi",0822 13699967,,
20111896,TK DHARMA BAKTI,Jl. Raya Bogor Km. 24,1,"TUTI HERAWATI,S.Pd.I",021 8412709,,
20111897,TK DIAN PERTIWI,Jl. Galur Sari Timur,4,Yuliani,021 8565554,,
20111898,TK DIAN PERTIWI,Jl. Malaka Baru II No. 55,2,"Heny Agustina, SE",021 8600126,,
20111902,TK DON BOSCO II,Jl. Pulo Mas Barat V,9,THERESIA TRI CHRISTANTI,021 4705924,,
20111905,TK DWI KARTIKA,Jl. Batu Ampar III/24A,3,Sri Yuliati,021 8010704,,
20111906,TK DWI WARNA,Jl. Dr. Sumarno. No. 29,5,SUGIYANI,021 4806558,,
20111908,TK FAHMI,Jl. Komarudin I No. 58,5,"SUKAESIH S.Pd.I., M.Pd",021 48701320,,
20111909,TK FAJAR,Jl. Kayu Manis Timur No. 52D,3,"Suryati, S.Pd",021 8500267,,
20111910,TK FATAHILLAH,Jl. H. Jusin Rt. 05/01,9,Kadarmirah. Amd,021 9862245,,
20111913,TK GRASIA,Jl. Komp. Cip. Cempedak II/4,1,,021 8192065,,
20111914,TK GRIYA WARTAWAN,Jl. Majalah Blok B No.9A,3,Eva Setia Murni spd,021 8504200,,
20111915,TK HAMONG PUTRA,Jl. Tanah 80 No. 18,3,dhenok christina wardhani,021 8602652,,
20111916,TK HANDAYANI,Jl. Kemuning No. 3,3,Dra. Sri Mulyani,021 32792826,,
20111918,TK HARAPAN,Jl. Perintis Kemerdekaan,6,AGUSTINI SUTIARSIH,021 4701826,,
20111920,TK HARAPAN BANGSA,Jl. Madrasah Tanah 80 No. 31,2,Santih S.Pd,021 8623189,,
20111922,TK HARAPAN II,Jl. Jembatan No. 36 Rt.010/002,3,Sri Sulastri,021 4611539,,
20111923,TK HARAPAN III,Jl. Raya Penggilingan,3,Hj. Supiani,021 4616170,,
20111924,TK HARAPAN NUSA,Jl. Kapuk II Klender,2,Nurmilawati,021 8622007,,
20111925,TK HARAPAN UTAMA,Jl. Kelapa Sawit Raya 29,5,"Retno Yuniarti, S.Pd.I",021 70970294,,
20111926,TK HIDAYATUL FIRDAUS,Jl. Komodor No. 1,6,"SRI YUNIARSIH, S.Pd",021 8013649,,
20111931,TK IT MISHBAHUL AMAL,Jl. Cipinang Jaya IIE,4,Irma Amalia,021 98257380,,
20111934,TK INDAH DAHLIA,Jl. Abadi No. 27 blok i,3,"SURYANI,S.Pd.I",021 8612738,,
20111935,TK INDRIANA,Jl. Taman Berdikari No. 283,2,Hubertha Budiarti,021 8196071,,
20111937,TK IRVAN HAMZAH,Jl. Arus Jati No. 17,3,"Hj. ROMZA SUSILAWATY, S.Pdi",021 47866731,,
20111938,TK ISLAM BERLIAN,Jl. Mandor Kasan no.34,2,Fathia Marliana,021 8444292,,
20111939,TK ISLAM AL ABIDIN,Jl. H. Hanafi Pondok Bambu,8,SITI AISYAH,021 86600664,,
20111941,TK ISLAM AL FARABI,Jl. Swadaya IV Kp. Pulo Jahe,4,Hj.St Akmal Akromah S.Ag,021 46822158,,
20111942,TK ISLAM AL HAZMI,Jl. Tipar Cakung,4,Santi Nurcahyani,021 46824690,,
20111944,TK ISLAM AL HUDA,Jl. Bambu Apus Raya No. 85,5,FITRIANI CAHYATI,021 861 6313,,
20111945,TK ISLAM AL HUMAID,Jl. Pahlawan Revolusi No. 1,4,SITI MASITOH,021 8606643,,
20111948,TK ISLAM AL MANAR,Jl. Pondok Kelapa Selatan No. 26,6,HILMIAH,021 86900906,,
20111949,TK ISLAM AL MUHAJIRIN,Jl. Kelapa Kuning Raya,12,Zubaedah,021 86903719,,
20111951,TK ISLAM AL MUJAHIRIN,Jl. Pondok Kopi Raya Blok E2,8,Diyah Fitriawati,021 8607867,,
20111952,TK ISLAM ASY SYAAKIRIN,Jl. Gading Raya,5,"Nurkodah, S.Pd.I",021 8605703,-6.237757,106.905396
20111953,TK ISLAM AL WATHONIYAH 2,Jl. H. Sidin 1 Rawa Domba,3,"Nurhuda,S.Pd.I",021 8630430,,
20111959,TK ISLAM AR ROUDHOH,Jl. Rawa Kuning Rt. 04/16,3,Sunarti,021 48700634,,
20111960,TK ISLAM AR RAHMAN,Jl. Skadron No. 57,5,SUTIRAH,021 80888654,,
20111961,TK ISLAM AS SALIMAH,Jl. Pertanian Tengah No. 7,4,"Nuraini, S.Ag, S.Pd.I",021 97961486,,
20111963,TK ISLAM ATHTHALIBIYAH II,Jl. Cipinang Pulo Rt. 007/012 No. 40,5,"SITI MARYAM, S.Pd.I",021 8514118,,
20111965,TK ISLAM BAHRUL ULUM,Jl. Waru Doyong 14/08,2,Chairunnisa,021 4615712,,
20111966,TK ISLAM BAITUL MUHAJIRIN,Jl. Lembah Pinang Blok I 1,4,"Lieke Maria Kifty, S.Pd",021 86900260,,
20111967,TK ISLAM BAITUSSALAM,Jl. Komp. Billy Moon,14,"Sumarnah, S.Pd.I",021 8649803,,
20111968,TK ISLAM BAKTI II,Jl. Mulya Jaya No. 37,3,"Majidah,S.Pd.I",021 8576214,,
20111969,TK ISLAM BAKTI IV,Jl. Cipinang Melayu No.36,4,EBAH SAIBAH,021 94547175,,
20111971,TK ISLAM BUDI MULIA,Jl. Rasamala No. 13,5,"Diah Mahdiah, SP",021 8500275,,
20111973,TK ISLAM DARUSSA`ADAH,Jl. Inspeksi Saluran Kalimalang,2,Nurasia S.pdi,021 35822376,,
20111974,TK ISLAM FITHRIA ASSYAHARA,Jl. Buaran II No. 1,3,"Rohaya, S.Pd.I",021 8654121,,
20111978,TK ISLAM MITRA AMANAH,Jl. Cilangkap Baru No. 01,4,"Nur Azizah,S.Pd.",021 8453656,-6.351156,106.901230
20111979,TK ISLAM MUKLISIN,Jl. Asem No. 53,3,Fitriana Handayani,021 8704462,-6.32808,106.858292
20111980,TK ISLAM NUR INDAH,Jl. Nusa Indah IV No. 37,3,Dra. Hj. Zulhidayah,021 8623733,,
20111982,TK ISLAM PANDU ANAK BANGSA,Jl. Dermaga Baru No. 56 A,2,Iin Rustini,021 92780669,,
20111983,TK ISLAM RAMBUTAN,Jl. Gudang Air No. 28,7,"Mulyani, S.Pd.",021 87793728,-6.300119,106.871086
20111985,TK ISLAM SAHABAT,Jln.Sahabat No.32,8,"SUNDARTIK,S.Pd",021 8005090,-6.261908,106.877060
20111986,TK ISLAM SALAFIYAH,Jl. Swadaya PAM Rawa Badung,3,,021 4615616,,
20111987,TK ISLAM TERPADU AR RIDHO,Jl. Pondok Kelapa XII Blok G IV/10,22,RIA RESDIANTI,021 8641195,,
20111988,TK ISLAM TERPADU ASSALAAM,Jl. Nakula Raya Blok Q/3,4,"Munawaroh, S.Pd.I",021 86613492,,
20111989,TK ISLAM TOLEDO,Jl. Lapan No. 25,7,Rasminingsih Komalasari,021 87710689,,
20111990,TK ISLAM TUNAS MEKAR,Jl. Lingkar,4,,021 86606967,,
20111991,TK ISLAM PELANGI,Jl. Pondok Kelapa Selatan,2,"Nur Aida,S.Pd.I",021 8647420,,
20111996,TK KARTIKA XI 22,Jl. Asrama Gupusmu No.3,4,"Sri Wahyuti, SPd",021 98264351,,
20111997,TK KARTIKA KENCANA,Jl. Raya Bekasi Km. 23,2,Ani Murcahyani,021 4610545,,
20111998,TK KARTIKA VIII 29,Jl. Kesatriaan X,2,Witri Heni Ratih,,,
20112001,TK KARTIKA VIII 5,Jl. Kesatrian Raya No. 2A,4,Retno Perwitosari,021 95465508,,
20112002,TK KARTIKA VIII 18,Jl. Raya Bekai Km. 23,2,Yohana S.,021 4604749,,
20112003,TK KARTIKA VIII 7,Jl. Kesatriaan II No. 1,2,,,,
20112006,TK KARTIKA X 17,Jl. Bazoka,7,ARPENTIDAS,021 86608625,,
20112007,TK KARTIKA X 3,Jl. Temu Ireng KPAD Cibubur,2,Fitriyah,,,
20112008,TK KARTIKA X 4,Jl. Kesatriaan IX Rt. 017/03,2,Neneng Kobtiyah,,,
20112022,TK KARTINI OTISTA,Jl. Otista Gg. Sensus I/3,2,Ria Ismayati S.Pd.I,021 8192882,,
20112023,TK KARUNIA,Jl. Duri Bulan,5,"Siwi Sulistyaningsih,S.Pd",021 80880868,,
20112028,TK KAYU PUTIH,Jl. Kayu Putih Utara 2,3,Atmam Munir Qohar,021 4754452,-6.17967,106.893074
20112031,TK KEMALA BHAYANGKARI 15,Jl. Raya Bekasi Asrama POLRI Pulogadung,4,Rustari,021 47867912,,
20112037,TK KENCANA,Jl. Taman Malaka Selatan Blok B9 no. 34,7,Sri Wiratmi,021 8643170,,
20112039,TK KRISTEN WIDYA PUTRA BPK PERABUR,Jl. Padepokan TMII,7,TRI WIDHIYASTITI S.Pd,021 84992920,,
20112042,TK KRISTEN 3 PENABUR,Jl. Tarum Barat Blok KK,21,Megawati,"021 8627350, 021 86613769",-6.240146,106.894081
20112043,TK KRISTEN 8,Jl. Biru Laut Raya No. 18,6,TITI MUHANI,021 8191992,,
20112044,TK KRISTEN BERKAT,Jl. Jatinegara Timur No. 89,4,"Grace Dina, SE",021 8197105,,
20112045,TK KRISTEN CAHAYA BANGSA,Jl. Ujung Menteng,3,Hilda Dorma Uli,021 4611850,,
20112046,TK KRISTEN OIKOUMENE,Jl. Bunga Rampai X,2,SETIAWAN PANGARIBUAN,021 86616484,,
20112047,TK KRISTEN PELITA KASIH,Jl. Pahlawan Revolusi No. 12,2,MELISSA OKTAULI,0852 10991817,,
20112049,TK KUNCUP KENCANA,Jl. Pahlawan Revolusi,4,Zwittri Ningsih,021 86608784,,
20112051,TK KURNIA,Jl. Gg. Pisangan Baru Rt. 002/13,4,Ayunda Lestari,021 8513145,,
20112052,TK KURNIA,Jl. Tiner IV No. 6,4,Novian Kurniawibawa,021 4703214,,
20112053,TK LPI JATINEGARA KAUM,Jl. Remaja I No.14 D,2,"MARDIAH, S.Pd.I.",0878 86043799,,
20112054,TK LAB. SCHOOL,Jl. Pemuda Komp. UNJ,17,"Khumaidi Tohar, S.Pd",021 4757376,-6.192891,106.880547
20112055,TK MANSYAATUL ISLAMIYAH,Jl. Cipinang Besar Rt. 002/10,2,Amah S.Pd.I,021 8512842,,
20112056,TK MARGA LAKSANA,Jl. Malaka II,5,"Hj. Titi Sutarsih,S.Pd",021 86609380,,
20112057,TK MARSUDI LUHUR,Jl. Centex No. 1,4,Ir. Eko Yuliasih,021 87717423,,
20112059,TK MAWAR,Jl. Kayumanis VI No. 161,4,"Nuraini, S.Pd",021 85905919,,
20112060,TK MEKAR INDAH,Jl. Skadron N0. 14,3,Dra Hj.Siti Kuntari .B,021 8095318,,
20112061,TK MEKAR SARI,Jl. Batu Sulaeman No. 1,4,"Hj. TETY HERIYANTI, S.Pd.",021 4705118,,
20112064,TK MELATI,Jl. Malaka IV No. 16,4,,021 8600702,,
20112065,TK MELATI,Jl. Melati,5,SURYATMINI SP.d,021 80875816,,
20112067,TK MENTARI,Jl. Sengon VI No. 31,6,"Nini Fitriani S.Psi, M.Pd",021 8517483,,
20112068,TK MINI BAKTI,Jl. Kayu Jati III no.7,2,Hj. ROSLINA,021 4715852,,
20112070,TK MITRA,Jl. Skadron No.16,1,,021 8006169,,
20112071,TK MUHAJIRIN,Jl. Raya Penggilingan,2,Sriyati,021 94055998,,
20112073,TK MUMMA 4,Jl. Buni Rt.03/08 No. 49,3,,021 8443231,,
20112074,TK MUTIARA,Jl. H. Ten IV No. 14 Kp. Ambon,2,MEWATI NABABAN,021 4758913,,
20112075,TK MUTIARA INDAH,Jl. Kemuning III Rt. 007/04 No. 20,3,Rustiyati,021 8504085,,
20112076,TK MUTIARA INDONESIA,komplek dki blok r3 no 16,3,"FRANSISCA KARSINAH,S.Pd",021 86901205,,
20112077,TK MUTIARA INDONESIA,Jl. Kayu Putih IX c no.1,6,PESTARIA SILABAN,021 47882223,,
20112078,TK NAHDLATUL WATHAN,Jl. Raya Penggilingan Rt. 01/03,5,Mimin Mutoah,021 46820788,,
20112079,TK NEGERI PEMBINA DKI JAKARTA,Jl. Bambu Duri X,7,"JOHANA KASTANJA, S.Pd",021 8616811,,
20112080,TK NIRWANA,Jl. Makmur No. 40,6,"Kurniatin, S.Pd",021 4804504,-6.199435,106.935493
20112081,TK NIRWANA 2,Jl. Talang Irigasi No. 6,10,"Hj. Munawati, S.Pd.i",021 8630480,,
20112082,TK NOOR LELA,Jl. Lembah Nyiur III Blok L6 NO. 21 Rt. 004/09,1,Emma Rachmawati,021 8657209,,
20112083,TK NUR CAHYA IV,Jl. Mawar Merah III No. 36,6,"Hj. Harmalina Bahar, S.Pd",021 8606730,,
20112085,TK NURHUDA,Jl. Harapan V/1,5,SANTI HARYATI,021 8629290,,
20112087,TK NURUL HUDA,Jl. Moncokerto II Gg. Mesjid,5,YULIANINGSIH,021 85911639,,
20112088,TK NURUL HUDA,Jl. Raya Bekasi Km. 18,4,"Hj.Ida Mahfiah,s.pd",021 4615381,,
20112089,TK NURUL HUDA CAKUNG BARAT,Jl. Tipar Cakung,5,"Hj. Nurhasanah, S.E.",0878 78266625,,
20112092,TK NURUL IMAN,Jl. Raya Cilangkap No. 1B,5,Fitri Mawartaty,021 8445582,,
20112093,TK NURUL IMAN,Jl. Pisangan Baru Timur No. 4A,2,Muharni,021 8506347,,
20112094,TK NURUL ISLAM,Jl. Swadaya IV 11/14 Pulo Jahe No. 72,5,Iklima,021 4614883,,
20112095,TK NURUL ISLAM,Jl. Raya Pondok Kopi Blok Y11,5,Dra. Ika Rahmatika,021 86602205,,
20112097,TK NURUSSAADAH,Jl. Raya Bekasi Timur No. 83,4,NUR AYU AFIANI,021 4701613,,
20112099,TK NUSA INDAH,Jl. Kayu Tinggi,3,PUJI UJIANTI HASTUTI,0813 83505602,,
20112102,TK PKK JATINEGARA KAUM,Jl. TB. Badarudin No.5,3,SITI JAHRA,021 4890067,,
20112103,TK PANCA PUTRA,Jl. Kenanga II Dolang I No. 64,3,sumarsih Kahari,021 8703994,-6.338777,106.852196
20112106,TK PATRA VI PERTAMINA,Jl. Komp. Pertamina,3,Faidah,021 4618160,,
20112110,TK PELANGI,Jl. Palad No. 2,2,RATNA KOMALASARI,021 4895541,,
20112113,TK PELITA,Jl. Pertanian Tengah No. 9,3,Retno Hendraningsih,021 8610500,,
20112115,TK PELITA INSANI,Jl. Baru Cakung Gg.Gapura V,4,Luthfiah Ruslan.MA,021 46820476,,
20112116,TK PEMBINA,Jl. P. Komarudin II,3,Ayu Asih Royani,021 98202845,,
20112118,TK PERGURUAN RAKYAT,Jl. Waringin No. 14,3,"Hj. Helmiah, BA.",021 8506323,,
20112119,TK PERHUBUNGAN,Jl. Perhubungan Raya,1,SITI LATIFAH,,,
20112120,TK PERINTIS I,Jl. Cipinang Muara I,3,"N. Musringah, S.Pd.",0813 81379727,,
20112121,TK PERINTIS I PAGI,Jl. PAM Rawa Badung No.14,5,"Eki Hikmiyati,SE",021 4615686,,
20112122,TK PERINTIS II,Jl. Rawa Badung Rt. 06/13,3,Sumiati,021 4615649,,
20112125,TK PERMATA BUNDA,Jl. Pendidikan Raya VII,3,"Nofrida Gefnita,S.Pd.I",021 8625161,,
20112127,TK PERMATA HATI IBU,Jl. Beton No. 64,4,Sri Rahayu,021 4706163,,
20112128,TK PERMATA IBU,Jl. Raya Bekasi Km. 17 Komplek PLN,6,SUKAINAH,021 4601375,,
20112131,TK PERMATA KASIH IND SCHOOL,Jl. Curug Raya Blok A No. 14 Perum. Permata Timur,4,Rohana Simanjuntak S.Pd,021 8647542,,
20112133,TK PERSIAPAN,Jl. Nakula Raya No. 10,4,"MAIMUNSI,S.Pd.I",021 8616746,,
20112140,TK PURWARINI,Jl. Kudin No. 25 A,6,KUSTININGSIH,021 8094020,,
20112141,TK PUSPA SARI,Jl. Kebon Kelapa Tinggi No. 44,3,Yusmadarwati,021 8506737,,
20112142,TK PUSPITA MEKAR,Jl. Delima II/44,2,"Lisnoni,S.Pd.I",021 8630809,,
20112145,TK PUTRA INDONESIA,Jl. Warga,3,Tati tarianingsih,0812 18830445,,
20112146,TK PUTRA INDONESIA,Jl. Tirtasari II No. 24,,,021 8726330,,
20112147,TK RACHMAT IBU,Jl. Rorotan 9 no.11,6,"Heni Muqi Rosmiatin, SPd",021 44850381,,
20112148,TK RAHMATUSY SYIFA,Jl. Rawa Kuning,3,SUSI SULISTIYAWATI,021 4806465,,
20112149,TK RATNA KUSUMA,Jl. Tanah Merdeka No. 31,4,"Supatmi, S.Pd",021 8413818,,
20112150,TK RAUDHOTUL JANNAH,Jl. Kebon Kelapa Raya No.9,7,Siti Chadizah,021 8573251,,
20112153,TK REGINA,Jl. Kayu Putih Raya No. 20,3,HEPPI SUMBAYAK,021 4893075,,
20112154,TK RILFA,Jl. Makmur,8,Hj. Fatmawati,021 8414019,,
20112156,TK ROSE,Jl. Mesjid Nurul Hidayah No. 6,4,Siti Amalia,021 8711959,,
20112157,TK RUHUL ISLAM,Jl. Ekonomi Raya No. 28,2,"Salamah, S.Pd.I",0815 84759711,,
20112160,TK SI MUNGIL,Jl. TENGGIRI NO. 17,3,,021 91308568,,
20112162,TK SABILAL MUHTADIN,Jl. Pisangan Baru II/C,4,Fitriyanti S.Pd,021 8565025,,
20112163,TK SAFIRA,Jl. Swadaya 6 / 24,3,Tri Djoko Sumadi,021 4804726,,
20112166,TK SANTI BHAKTI,Jl. Kb.Kelapa Gg. Cengkir,1,Monika Manurung,021 8517502,,
20112168,TK SANTO FRANSISKUS III,Jl. Bangunan Barat No. 5 Kp. Ambon,7,Lusia Widanarti,021 47881775,,
20112169,TK SANTO MARKUS II,Jl. Raya Pondok Gede,5,REGINA CAELISTINA S.Pd,021 8410774,,
20112170,TK SANTO VINCETIUS,Jl. Otista No. 17,7,Christina Soelistyorini,021 8577734,,
20112171,TK SANTO YOHANES RASUL,Jl. Nusa Indah No. 4,4,Berliana Pakpahan,021 8609459,,
20112173,TK SANTO YOSEPH,Menteng Metropolitan blok c 5/ no 21,8,Yohana Suharti,021 46804163,,
20112176,TK SAWITRI,Jl. Pendidikan Raya,5,Eriva Syamsiatin,021 8611661,,
20112177,TK SAWUNG GALIH,Jl. Raya Rawa Kuning,4,"Resmiwati, SPd I",021 4804716,,
20112178,TK SENDANG KENCANA,Jl. Galur Sari Barat No. 7,2,"Nuraeni, S.Pd",021 95502417,,
20112180,TK SETYA,Jl. Delima II Blok 13,4,NOVI DIANA,021 92298471,,
20112182,TK SINAR BANGSA,Jl. Raya Penggilingan,5,R. Eva Haryani Jayalaksana,021 4804746/ 4608606,,
20112185,TK STRADA SANTA ANNA,Jl. Laut Arafuru,7,THERESIA TRI TURNI,021 8631064,,
20112187,TK SUCI AL MUSYAHADAH,Jl. Kayu Jati I Gg. IV No. 1,2,TUTI ALAWIYAH,021 4706069,,
20112188,TK SUMBER HARAPAN,Jl. Duren Sawit Raya Blok H1 No. 8,4,NENENG LUTFIAH,021 8613525,-6.220886,106.910507
20112190,TK SWAKARSA,Jl. Swakarsa V No. 25 Komplek Bina Marga II,2,"Niken Atmiwyastuti, S.Pd.I",021 8642983,,
20112191,TK SYARIFATUNISA,Jl. Belly No. 24,3,Sudjatni,021 95920700,,
20112192,TK TUNAS JATI,Jl. Mundu III Gg.H. M. ZEIN NO.13,1,DIAN ANDRI ASTUTI,021 91270044,,
20112193,TK TADIKA PURI,Jl. Malaka I/ 207 Perum. Klender,6,Farida Toha,021 8601663,,
20112194,TK TADIKA PURI,Jl. Tenggiri Raya No. 28,5,SURYI SEHATI,021 4895741,,
20112198,TK TAMAN INDAH,Jl. KESADARAN III,5,Yuliawati,021 8500776,,
20112201,TK TANAH AIR,Jl. Mawar Merah VII No. 46,4,"MEDIANA FITRI, S.PdI",021 8621287,,
20112207,TK TERATAI III,Jl. Cipinang Muara III No. 64,1,,0812 9678525,,
20112209,TK TIARA BANGSA,Jl. Bantar Jati Rt. 007/02,6,"Ratih Damajanti, S.S",021 84597175,,
20112209,TK ACS JAKARTA,Jl. Bantar Jati,,,,,
20112210,TK TIRANUS,Jl. Raya Pondok Kopi Blok W 1,4,Andika Wulandari,021 86612968,,
20112211,TK TRIKARI,Jl. Cililitan Besar I/13 Komp.PLN,3,Sudarti,,,
20112213,TK TRILILI,Jl. Raya Perumnas IX No. 6,5,Faridah,021 8611084,,
20112214,TK TRISULA PERWARI 5,Jl. Jeruk No. 6 Rawamangun,3,"PUJI YUNI ISNAENI, S.PdI",021 47866908,,
20112215,TK TRISULA PERWARI 8,Jl. Malaka II,2,Zurismiati,021 86611820,,
20112216,TK TUGASKU,Jl. Pulomas Jaya No. 2,12,"RUMYANI, S.PD",021 47861130,,
20112217,TK TUNAS ASIH,Jl. Raya Inpres No. 1,5,"Agung Dewi Wasih, S.Pd.",0878 78210161,,
20112219,TK TUNAS BANGSA,JL. Sultan Hamengkubuwono IX,10,Mompoan Sinaga,021 4604660,,
20112231,TK TUNAS CEMERLANG,Jl. Kejaksaan G 201 202,4,RETNO DWI WULANDARI,021 8811746,,
20112232,TK TUNAS HARAPAN,Jl. Pisangan Baru Utara No. 1 A,4,Inseswarni,021 8506015,,
20112238,TK TUNAS MITRA,Jl. Cipinang Muara II No. 12,2,Tri Fathonah,021 8484625,,
20112242,TK TUNAS SANDANG,Jl. I Gusti Ngurah Rai,5,Nurohmah,021 8607307,,
20112243,TK USWATUN HASANAH,Jl. Pedati Timur Dalam No. 13,2,,021 8578219,,
20112244,TK WIDYA SARANA,Jl. Raya Bekasi Km. 18,3,"Lili Margawati. S. Sos I, S. Pd I",021 4601180,,
20112250,TK YWKA,Jl. Rawamangun Muka II,3,NURLIANA,021 32587233,,
20112251,TK YAKAP JAYA,Jl. Raya Bekasi Gempol,3,Siti Sairoh,021 33064622,,
20112252,TK YAPENDA,Kmp Jembatan,3,Turtanti Utami,021 46835410,,
20112260,TKI AL HIDAYAH,Jl. H. Naning,4,Sri Mulyani Dani,021 8014514,,
20112261,TK AL MUKRIYAH,Jl. Nusa I No. 5,7,"Mamah Rahmawati,S.Pd.I",021 8000578,,
20112263,TKI AMANAH,Jl. Dewi Sartika Rt. 07/6,4,"Hj. Aminah, S.PdI",021 80873627,,
20112264,TK AN NUR,Jl. M. Sarbini No. 61,7,Rohima,021 80883131,,
20112265,TK BABUL ILMI,Jl. Jembatan III No. 32,7,Mudzalifah,021 8001814,,
20112267,TKI MUNGIL SEJAHTERA,Jl. Dewi Sartika No. 188,2,Siti komaladewi,021 8094466,,
20112269,TK NURUL YAQIN,Jl. Budaya,10,"FATIMAH, S.Pd.I",021 22802392,,
20112271,TK RAUDHATUR RAHMA,Jl. Batu Ampar I,3,Siti fariah,021 8004782,,
20112272,TKI RIADHUS SHALIHIN,Jl. Dukuh V/49 Kp. Dukuh,7,Isnawati,021 8401004,-6.28931,106.875648
20112410,TK ISLAM SALSABILA,Jalan Jagur 1 No. 10,4,"Hj.Duratun Nakiah,S.Pdi",021 8631634,,
20112411,TK AL KAUTSAR,Jl. Gotong Royong Rt. 002/02 No. 53,7,"MASWATI, S.Pd.i",021 86602567,,
20112412,TK ROUDHOTUL JANNAH,Jl. Kemakmuran,3,"DUROTUN NAQIYAH, S.Pd",021 8630442,,
20112413,TK ISLAM NURUL IMAN,Jl. Kesehatan No. 7,19,ROSNANY MOKODOMPIT,021 8613158,,
20112414,TK NURUL IHSAN,Jl. I Gusti Ngurah Rai Buaran I,4,SITI AISYAH S.Pd i,021 8625728,,
20112449,TK AL KARIMAH,JL Swadaya No. 41,2,"SUTARTI, S.Pd.I",021 8625355,,
